Regions,City,Latitude,Longitude,Murder,Rape,Kidnapping,Robbery,Holding hostage,Riot,Arson,Assault,Covid
Auto Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Azamabad ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bachpally ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Badi Chowdi ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bagh Amberpet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bagh Lingampally ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bahadurpura ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bahadurpally ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bairamalguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bakaram ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bala Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Balapur ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Balkampet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bandlaguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bank Street ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bansilal Pet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bansilalpet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bapuji Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Barkas ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Barkatpura ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Basheer Bagh ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bazar Ghat ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Begum Bazaar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bhagya Nagar Colony ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bharat Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
BHEL,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bholakpur ,Hyderabad,,,0,0,0,0,0,0,0,0,0
BK Guda,Hyderabad,,,0,0,0,0,0,0,0,0,0
Boggulakunta ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Bollaram ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Borabanda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Boyiguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chaderghat ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chaitanyapuri ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Champapet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chanchalguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chanda Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chandrayanagutta ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chappal Bazaar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chapel Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Char Kaman ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Charminar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chatta Bazar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chikkadpalli ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chilakalguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chintal ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chintal Basti ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chintalkunta ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chirag Ali Lane ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Chudi Bazaar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
D D Colony ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Dabeerpura ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Dabeerpura North ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Darus Salam ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Darulshifa ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Defence Colony ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Dharam Karan Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Diamond Point ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Dilshad Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Dilsukhnagar Main Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Domalguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Doodh Bowli ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Dwarkapuri Colony ,Hyderabad,,,0,0,0,0,0,0,0,0,0
ECIL ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Edi Bazar North ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Erragadda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Erramanzil ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Erramanzil Colony ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Esamiya Bazaar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Falaknuma ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Fateh Darwaza ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Fateh Maidan ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Fathenagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Feelkhana ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ferozguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Film Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gachibowli ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gaddi Annaram ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gagan Mahal ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gaghan Pahad ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gandhi Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gandhipet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gandhipet Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
General Bazaar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ghansi Bazaar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Golconda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Golconda X Roads ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gosha Mahal ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gowliguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gowliguda Chaman ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Greenlands ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gudimalkapur ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gudimalkapur New Po ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gulzar House ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Gun Foundry ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Hafizpet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Hakimpet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Hanuman Tekdi ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Haribowli ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Hastinapuram ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Hayat Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Hitech City ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Hill Fort ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Hill Fort Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Himayat Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Himayat Sagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Hmt Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Humayun Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Hussaini Alam ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Hyder Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Hyderguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ibrahim Bagh ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ibrahimpatnam ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Inder Bagh,Hyderabad,,,0,0,0,0,0,0,0,0,0
Indira Park ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Jagadgiri Gutta ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Jagdish Market ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Jahanuma ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Jam Bagh ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Jamia Osmania ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Jawahar Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Jawaharlal Nehru Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Jeedimetla ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kachiguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kachiguda X Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kakatiya Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kalasiguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kali Khabar,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kali Kaman ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kalyan Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kamala Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kamala Puri Colony ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kamla Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kanchan Bagh ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Karmanghat ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Karwan ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Katedan ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kavadiguda,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kesav Giri ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Khairatabad ,Hyderabad,,,0,0,0,0,0,0,0,0,0
King Koti ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kishan Bagh ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kishan Gunj,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kompally ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kondapur ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kothaguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kothapet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kukatpally Housing Board Colony,Hyderabad,,,0,0,0,0,0,0,0,0,0
Krishna Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kukatpally ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kummari Guda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Kundan Bagh ,Hyderabad,,,0,0,0,0,0,0,0,0,0
LB Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
LB Stadium ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Laad Bazaar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Lakdikapul ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Lal Darwaza ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Langer House ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Liberty ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Lingampalli ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Lingampally ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Lower Tank Bund Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Machili Kaman ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Madannapet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Madhapur ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Madhura Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Madina Colony ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Madinaguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Mahankali Street ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Maharaj Gunj ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Mahatma Gandhi Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Malakpet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Mallapur ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Mallepally ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Mangalhat ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Mansoorabad X Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Maruti Colony ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Maruthi Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Masab Tank ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Meerpet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Mehboob Ganj ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Minister Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Mir Alam Mandi ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Miyapur ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Moghalpura ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Moinabad ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Monda Market ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Moosabowli ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Moosapet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Moosarambagh ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Moti Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Mozamjahi Market ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Murad Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Musheerabad ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Mylargadda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Nagarjuna Hills ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Nagarjuna Sagar Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Nagole ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Nallagutta ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Nallakunta ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Namalagundu ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Nampally ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Nampally Station Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Narayanguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Nayapul Road,Hyderabad,,,0,0,0,0,0,0,0,0,0
Necklace Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Nehru Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
New Boyiguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
New Malakpet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
New Nagole ,Hyderabad,,,0,0,0,0,0,0,0,0,0
New Nallakunta ,Hyderabad,,,0,0,0,0,0,0,0,0,0
New Osmangunj ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Nimboliadda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Nizam Shahi Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Nizampet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Nizampet Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Noorkhan Bazaar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Old Boyiguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Old Malakpet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Old Topkhana ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Osman Shahi ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Osmangunj ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Osmania University ,Hyderabad,,,0,0,0,0,0,0,0,0,0
P&T Colony ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Padma Rao Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Pan Bazar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Panjagutta ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Paradise ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Paradise Circle ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Patancheru ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Patel Market ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Pathargatti ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Penderghast Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Pragathi Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Prakash Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Prasanth Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Purana Pul ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Purani Haveli ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Putlibowli ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Quthbullapur ,Hyderabad,,,0,0,0,0,0,0,0,0,0
RR District ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Raj Bhavan Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Rajendra Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ram Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ram Nagar Cross Road,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ramachandra Puram ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ramakrishnapuram ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ramakrishnapuram Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ramanthapur ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ramgopalpet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ramkote ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ramnagar Gundu ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ranga Reddy Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Rani Gunj ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Rashtrapathi Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Rasoolpura ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Red Hills ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Regimental Bazaar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Rethibowli ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Risala Bazar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
RTC Colony ,Hyderabad,,,0,0,0,0,0,0,0,0,0
RTC X Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
S R Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Sagar Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Sai Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Saidabad ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Saifabad ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Saleem Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Sanath Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Santosh Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Saroor Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Secretariat ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Sitaram Bagh ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Serilingampally ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Shah Ali Banda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Shahpur Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Shaikpet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Shamshabad ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Shamsher Gunj,Hyderabad,,,0,0,0,0,0,0,0,0,0
Shanker Mutt ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Shanti Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Shapur Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Shivaji Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Shivam Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Shivarampally ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Siddarth Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Siddiamber Bazaar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Sindhi Colony ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Sitaphal Mandi ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Somajiguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Somajiguda Circle ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Sri Krishna Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Sri Nagar,Hyderabad,,,0,0,0,0,0,0,0,0,0
Srinagar Colony ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Srinagar Colony Main Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Srinivasa Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Sultan Bazaar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Talab Katta ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Tank Bund ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Tank Bund Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Tara Nagar,Hyderabad,,,0,0,0,0,0,0,0,0,0
Tarnaka ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Tilak Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Tilak Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Toli Chowki ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Troop Bazaar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Uppuguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Vanasthalipuram ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Vasavi Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Vengal Rao Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Venkatapuram ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Vidya Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Vijaya Nagar Colony,Hyderabad,,,0,0,0,0,0,0,0,0,0
Vikas Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Vinayakarao Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Vittalwadi ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Warasiguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Yakutpura ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Yellareddyguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Yusuf Bazar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Yousufguda ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Zamistanpur ,Hyderabad,,,0,0,0,0,0,0,0,0,0
AB Road ,Indore,,,0,0,0,0,0,0,0,0,0
Abhinandan Nagar Road,Indore,,,0,0,0,0,0,0,0,0,0
Alok Nagar Row Houses ,Indore,,,0,0,0,0,0,0,0,0,0
Annapurna Road ,Indore,,,0,0,0,0,0,0,0,0,0
Anoop Nagar ,Indore,,,0,0,0,0,0,0,0,0,0
Ashish Nagar ,Indore,,,0,0,0,0,0,0,0,0,0
Bairathi Colony ,Indore,,,0,0,0,0,0,0,0,0,0
Bengali Square ,Indore,,,0,0,0,0,0,0,0,0,0
Bhagirath Pura ,Indore,,,0,0,0,0,0,0,0,0,0
Bicholi Hapsi Road ,Indore,,,0,0,0,0,0,0,0,0,0
Bicholi Mardana Road,Indore,,,0,0,0,0,0,0,0,0,0
Bypass Road ,Indore,,,0,0,0,0,0,0,0,0,0
Chhavni ,Indore,,,0,0,0,0,0,0,0,0,0
Dhar Road ,Indore,,,0,0,0,0,0,0,0,0,0
Girdhar Nagar ,Indore,,,0,0,0,0,0,0,0,0,0
IDA Scheme 140 ,Indore,,,0,0,0,0,0,0,0,0,0
Indore - Pithampur Road,Indore,,,0,0,0,0,0,0,0,0,0
Jail Road ,Indore,,,0,0,0,0,0,0,0,0,0
Jawahar Marg ,Indore,,,0,0,0,0,0,0,0,0,0
Kalindi Kunj ,Indore,,,0,0,0,0,0,0,0,0,0
Kalindi Mid Town ,Indore,,,0,0,0,0,0,0,0,0,0
Kanadia Road ,Indore,,,0,0,0,0,0,0,0,0,0
Keshar Bagh Road,Indore,,,0,0,0,0,0,0,0,0,0
Khajrana Road ,Indore,,,0,0,0,0,0,0,0,0,0
Khajuri Bazaar ,Indore,,,0,0,0,0,0,0,0,0,0
Khandwa Road ,Indore,,,0,0,0,0,0,0,0,0,0
Khatiwala Tank ,Indore,,,0,0,0,0,0,0,0,0,0
Lokmanya Nagar ,Indore,,,0,0,0,0,0,0,0,0,0
Maanavta Nagar ,Indore,,,0,0,0,0,0,0,0,0,0
Manik Bagh Road ,Indore,,,0,0,0,0,0,0,0,0,0
Manishpuri ,Indore,,,0,0,0,0,0,0,0,0,0
Manorama Ganj ,Indore,,,0,0,0,0,0,0,0,0,0
MG Road ,Indore,,,0,0,0,0,0,0,0,0,0
Morya Hills,Indore,,,0,0,0,0,0,0,0,0,0
MR 10 Road ,Indore,,,0,0,0,0,0,0,0,0,0
MTH Compound ,Indore,,,0,0,0,0,0,0,0,0,0
Nai Duniya ,Indore,,,0,0,0,0,0,0,0,0,0
Nanda Nagar ,Indore,,,0,0,0,0,0,0,0,0,0
New Palasia ,Indore,,,0,0,0,0,0,0,0,0,0
Nihalpur ,Indore,,,0,0,0,0,0,0,0,0,0
Niranjanpur Circle ,Indore,,,0,0,0,0,0,0,0,0,0
Old Palasia ,Indore,,,0,0,0,0,0,0,0,0,0
Palakhedi ,Indore,,,0,0,0,0,0,0,0,0,0
Pardesi Pura ,Indore,,,0,0,0,0,0,0,0,0,0
Pipliya Road,Indore,,,0,0,0,0,0,0,0,0,0
Pipliyahana Square,Indore,,,0,0,0,0,0,0,0,0,0
Race Course Road ,Indore,,,0,0,0,0,0,0,0,0,0
Rajendra Nagar ,Indore,,,0,0,0,0,0,0,0,0,0
Rajwada ,Indore,,,0,0,0,0,0,0,0,0,0
Rani Sati Gate ,Indore,,,0,0,0,0,0,0,0,0,0
Regional Park Road ,Indore,,,0,0,0,0,0,0,0,0,0
Ring Road ,Indore,,,0,0,0,0,0,0,0,0,0
RNT Marg ,Indore,,,0,0,0,0,0,0,0,0,0
Sainath Colony ,Indore,,,0,0,0,0,0,0,0,0,0
Sanvid Nagar ,Indore,,,0,0,0,0,0,0,0,0,0
Sapna Sangeeta Road ,Indore,,,0,0,0,0,0,0,0,0,0
Sarv Suvidha Nagar ,Indore,,,0,0,0,0,0,0,0,0,0
Scheme No.54 ,Indore,,,0,0,0,0,0,0,0,0,0
Shiv Shakti Nagar Road,Indore,,,0,0,0,0,0,0,0,0,0
Shree Nagar Extension ,Indore,,,0,0,0,0,0,0,0,0,0
Siyaganj ,Indore,,,0,0,0,0,0,0,0,0,0
Sneh Nagar ,Indore,,,0,0,0,0,0,0,0,0,0
Snehlataganj ,Indore,,,0,0,0,0,0,0,0,0,0
South Tukoganj ,Indore,,,0,0,0,0,0,0,0,0,0
Super Corridor ,Indore,,,0,0,0,0,0,0,0,0,0
Telephone Nagar ,Indore,,,0,0,0,0,0,0,0,0,0
Tilak Nagar Main Road,Indore,,,0,0,0,0,0,0,0,0,0
